CustomerID,Age,AnnualIncome,SpendingScore,PurchaseFrequency
101,52,119975,14,2
102,44,134604,88,29
103,47,16994,26,3
104,75,43510,48,20
105,24,23805,81,19
106,18,43308,78,22
107,56,45477,42,20
108,58,44696,56,18
109,56,38174,62,22
110,34,127900,95,26
111,36,20492,18,3
112,49,51866,38,20
113,44,102490,8,3
114,34,128687,94,29
115,39,72774,51,11
116,42,49655,63,9
117,32,90056,11,5
118,69,48732,39,17
119,34,106656,87,29
120,41,107071,3,3
121,36,110607,86,30
122,26,117294,93,30
123,22,42064,75,25
124,31,106440,84,28
125,62,42234,56,15
126,40,114479,98,30
127,42,22790,10,6
128,23,22772,70,21
129,35,103573,98,27
130,47,21690,15,5
131,24,36691,85,19
132,35,117329,92,30
133,46,50570,55,14
134,18,26086,87,25
135,55,24693,18,11
136,24,34077,92,21
137,19,27969,90,29
138,68,48890,47,19
139,42,57865,50,18
140,37,64655,55,16
141,31,107489,12,3
142,35,46916,44,16
143,48,63691,56,14
144,38,59078,57,13
145,56,130622,4,3
146,20,112670,89,30
147,41,96331,4,3
148,56,22590,16,6
149,47,112152,2,4
150,54,51188,51,19
151,43,101849,12,1
152,31,22446,20,3
153,60,44958,42,24
154,25,36236,88,18
155,26,51855,92,23
156,44,96935,7,2
157,22,32369,87,22
158,18,37486,87,20
159,67,46654,48,19
160,57,50644,38,19
161,52,85100,7,1
162,48,107501,14,3
163,35,137842,88,29
164,64,47738,43,13
165,48,25124,19,4
166,52,14704,18,3
167,38,98412,7,3
168,32,116880,95,28
169,48,66757,58,19
170,46,50006,63,16
171,45,82259,11,2
172,50,47712,46,21
173,39,112089,100,29
174,31,116877,90,24
175,37,128829,95,27
176,26,30065,90,24
177,44,72881,8,3
178,32,109468,81,30
179,34,149514,91,30
180,42,18734,23,4
181,25,29421,76,23
182,35,114681,7,3
183,27,32020,88,20
184,28,37098,75,21
185,30,114940,91,28
186,37,118283,87,30
187,57,49921,45,18
188,54,25113,20,8
189,64,39924,55,23
190,20,36857,78,22
191,58,55594,48,20
192,71,19862,21,8
193,56,45234,46,23
194,39,102324,7,5
195,48,63813,56,7
196,51,105488,6,2
197,26,26839,81,23
198,41,58852,54,13
199,50,113839,7,4
200,72,43384,55,21
201,22,20294,92,20
202,50,27014,18,2
203,57,45666,58,23
204,49,22172,14,2
205,41,116665,5,2
206,26,63182,50,10
207,54,46973,66,25
208,27,36256,82,25
209,31,117682,89,30
210,54,13715,17,1
211,39,138655,5,3
212,54,18125,20,6
213,50,17579,16,2
214,34,115134,88,28
215,57,42036,46,23
216,63,59187,49,22
217,18,33112,84,25
218,60,57922,52,14
219,47,22640,19,3
220,60,89212,6,5
221,53,53835,49,19
222,65,53835,53,22
223,55,25430,16,4
224,50,17011,23,4
225,34,73286,51,18
226,50,48669,53,15
227,30,117970,86,29
228,49,111785,9,2
229,27,107878,87,27
230,49,16958,14,5
231,44,101142,7,2
232,26,40735,63,23
233,38,17394,21,5
234,62,45865,53,23
235,35,107445,96,30
236,39,94258,9,2
237,61,23076,22,9
238,67,41408,48,26
239,45,20270,21,2
240,21,32440,80,21
241,52,16385,28,5
242,61,23878,10,6
243,41,64810,51,19
244,39,113171,90,30
245,63,55606,59,24
246,44,137469,87,28
247,43,60884,45,14
248,60,44868,63,18
249,32,70843,60,14
250,41,52187,60,17
251,51,113484,8,2
252,49,102378,13,4
253,18,30279,80,24
254,34,78921,8,2
255,33,62131,57,11
256,42,106571,84,26
257,50,15612,25,6
258,51,30074,16,4
259,47,91912,15,4
260,50,105197,6,3
261,35,56965,61,18
262,25,35674,77,18
263,40,64088,62,10
264,39,25588,90,20
265,26,111040,90,30
266,51,137467,3,4
267,46,79864,11,2
268,58,22116,19,5
269,57,20554,13,3
270,68,52351,48,17
271,59,46300,53,19
272,55,48846,60,19
273,44,65950,55,16
274,32,65632,68,15
275,28,111425,87,30
276,64,23365,22,5
277,34,101704,91,30
278,61,49565,50,25
279,18,28733,75,21
280,35,118952,84,30
281,60,51703,53,18
282,25,29673,77,27
283,55,43366,43,21
284,48,122361,89,27
285,57,92666,18,2
286,53,64865,47,21
287,34,100367,92,28
288,42,61845,54,15
289,34,30854,84,17
290,22,27323,80,26
291,35,108001,94,30
292,49,22646,18,3
293,49,47345,46,15
294,67,49838,46,23
295,29,68439,53,19
296,32,72186,51,18
297,44,62865,40,17
298,42,21919,22,1
299,58,46099,44,16
300,43,24940,17,3
301,42,126147,96,29
302,33,57805,60,17
303,21,36009,77,29
304,57,30026,27,3
305,44,124143,1,4
306,23,37592,83,20
307,35,104724,87,29
308,18,31208,85,25
309,20,34552,84,24
310,29,123345,88,27
311,41,22298,17,5
312,45,50504,56,15
313,41,87296,10,2
314,71,59234,43,23
315,59,24861,20,5
316,35,134694,84,29
317,48,92158,8,2
318,48,62385,10,3
319,33,76547,55,14
320,62,114597,14,2
321,19,25354,82,22
322,48,15450,17,2
323,23,27325,84,26
324,63,46021,49,21
325,22,37641,79,23
326,45,112871,3,2
327,53,110671,8,2
328,73,51906,44,19
329,52,51100,56,19
330,36,115699,96,30
331,43,73730,70,16
332,60,37896,45,16
333,55,24469,21,1
334,53,119057,8,4
335,49,58894,43,13
336,63,64520,52,20
337,39,56367,38,17
338,36,116072,96,30
339,18,29049,87,25
340,53,48201,61,21
341,55,94915,9,3
342,25,115392,90,30
343,30,49998,48,13
344,38,118451,94,30
345,64,34582,53,18
346,41,61963,60,16
347,25,118755,88,29
348,54,19809,11,5
349,60,42983,45,20
350,26,36690,83,22
351,24,30460,86,26
352,37,61034,50,14
353,32,112488,92,29
354,31,66643,55,12
355,54,40939,45,20
356,32,58133,46,20
357,53,46991,49,20
358,55,88143,5,4
359,19,34388,74,19
360,44,21557,16,1
361,26,33071,77,27
362,65,22180,23,5
363,54,59159,58,19
364,60,49026,51,20
365,22,40399,86,25
366,37,131645,84,28
367,27,36112,91,26
368,47,71211,73,15
369,22,34270,77,24
370,58,19276,20,5
371,62,18168,16,4
372,32,124058,96,29
373,50,63994,49,13
374,45,23380,18,5
375,45,60208,57,15
376,57,43397,42,18
377,38,122464,10,2
378,59,22220,11,6
379,40,116485,100,29
380,58,106180,8,4
381,18,31458,78,23
382,55,21801,14,4
383,21,35602,78,22
384,58,60910,59,14
385,49,17365,17,6
386,35,65695,56,18
387,37,125408,93,24
388,50,49238,55,15
389,47,105168,6,2
390,42,50929,53,17
391,56,51404,59,16
392,57,52348,48,21
393,46,21967,13,3
394,34,121212,91,30
395,25,34551,85,28
396,46,15906,14,2
397,27,44215,80,27
398,54,46694,59,21
399,35,131105,94,30
400,39,66984,47,14
401,21,20623,70,22
402,54,19002,2,3
403,30,27210,88,22
404,47,103636,5,3
405,49,25504,19,4
406,60,57057,63,20
407,18,33479,88,22
408,33,57940,47,11
409,29,130122,92,29
410,32,35873,85,26
411,75,25708,19,6
412,52,48974,51,22
413,44,58593,46,14
414,55,43527,49,19
415,57,26858,14,3
416,22,28382,84,19
417,52,106015,2,1
418,62,24536,16,4
419,43,59806,49,19
420,33,116618,88,28
421,48,91275,1,3
422,32,59500,52,22
423,53,14811,12,2
424,33,125708,91,29
425,69,43151,38,17
426,60,24905,20,2
427,18,32120,82,26
428,43,96779,7,3
429,59,51465,48,18
430,49,112784,10,4
431,70,53961,35,23
432,46,18985,21,5
433,32,122798,96,27
434,18,37313,76,27
435,40,11904,19,5
436,57,24346,19,5
437,34,121310,88,27
438,75,14809,11,3
439,64,20605,10,5
440,41,99488,87,29
441,67,44142,51,20
442,23,39984,87,23
443,49,116089,5,1
444,61,39316,56,23
445,39,16783,14,7
446,25,117944,84,27
447,29,28067,81,24
448,36,130571,83,30
449,56,47456,58,22
450,69,54501,44,16
451,41,60557,51,12
452,42,64316,52,16
453,59,22056,21,6
454,64,13677,14,4
455,66,48351,46,19
456,40,120598,85,29
457,49,57922,56,21
458,63,45676,54,18
459,21,32847,83,24
460,54,18841,14,6
461,40,53273,59,9
462,38,97817,9,4
463,50,24813,11,2
464,46,90736,4,3
465,41,10000,17,4
466,18,28181,91,24
467,49,86036,5,1
468,28,30112,75,26
469,72,18458,11,3
470,31,137841,92,26
471,27,28642,79,29
472,28,108825,95,28
473,35,72717,56,19
474,58,49014,47,21
475,42,64355,43,14
476,21,34273,79,20
477,52,21217,15,1
478,18,37569,84,23
479,57,22638,15,7
480,32,117217,90,30
481,38,118702,93,29
482,37,51515,43,20
483,63,49934,54,19
484,56,40800,54,24
485,30,30852,92,22
486,58,40876,33,21
487,39,141268,82,27
488,36,106796,92,28
489,45,22139,13,1
490,49,119155,9,2
491,63,42914,56,23
492,42,66853,62,22
493,36,139093,88,30
494,71,60659,59,20
495,52,105253,8,3
496,65,27678,17,6
497,40,104296,4,3
498,43,93252,5,4
499,27,115741,1,3
500,24,137994,93,29
501,52,37307,42,25
502,19,35136,88,23
503,20,37480,84,22
504,64,52531,50,17
505,44,69501,63,12
506,23,52942,51,15
507,34,112033,90,30
508,62,48675,54,18
509,31,114448,94,28
510,29,122722,2,4
511,46,106806,3,4
512,64,35345,44,19
513,49,73594,50,17
514,40,99403,10,3
515,59,13551,23,2
516,36,71017,12,4
517,53,100399,5,3
518,61,29159,12,7
519,47,94732,7,4
520,37,102865,89,29
521,49,111954,6,5
522,24,54563,54,12
523,46,99568,9,4
524,47,118847,7,3
525,46,49829,49,13
526,57,45600,39,24
527,40,16112,25,5
528,27,33164,81,28
529,56,79982,4,2
530,51,119101,11,1
531,59,56748,48,22
532,46,59493,52,13
533,51,52512,51,15
534,35,136802,92,27
535,20,38955,74,18
536,24,27044,84,26
537,25,133506,94,30
538,53,116478,8,2
539,27,22547,77,22
540,51,46733,48,19
541,47,60497,60,21
542,63,21786,18,5
543,42,66859,52,19
544,33,101992,88,29
545,37,131969,81,27
546,48,18981,16,4
547,38,126165,92,28
548,26,32398,75,24
549,55,48886,57,25
550,26,35319,81,28
551,61,51521,50,21
552,46,64199,30,24
553,25,26418,84,25
554,35,128229,91,28
555,74,21414,15,1
556,26,35663,75,25
557,68,60196,49,19
558,58,35202,56,18
559,30,128825,90,30
560,57,23192,18,4
561,36,115490,90,30
562,31,108413,91,27
563,47,92959,7,4
564,26,119612,8,3
565,27,28746,78,24
566,55,55435,31,12
567,45,98993,8,1
568,18,35233,81,22
569,51,113441,12,4
570,66,24336,15,2
571,58,51503,44,21
572,20,28982,73,28
573,40,113244,89,26
574,54,26964,18,2
575,40,107310,16,4
576,39,64758,50,21
577,63,48857,43,18
578,41,60401,55,11
579,29,118829,97,28
580,23,34261,88,27
581,32,104700,89,30
582,48,44952,53,17
583,37,74429,14,3
584,30,59786,55,14
585,50,19482,12,3
586,47,60386,5,1
587,58,15251,22,5
588,75,20077,10,1
589,64,55802,56,20
590,19,26750,95,27
591,41,59583,50,20
592,42,94046,11,4
593,27,100470,84,30
594,36,115389,88,29
595,32,130599,90,29
596,54,41994,56,19
597,53,26540,21,3
598,31,113095,100,26
599,42,106444,86,28
600,44,52760,57,17
601,58,28880,14,7
602,32,108980,95,28
603,63,21298,22,3
604,53,26296,10,5
605,57,20743,17,4
606,33,85585,60,15
607,50,70775,49,21
608,43,18846,10,6
609,64,21219,16,1
610,67,17828,15,4
611,56,15462,4,4
612,58,15137,21,5
613,61,18518,32,6
614,61,22251,16,4
615,18,29541,86,20
616,48,80235,10,3
617,22,26498,86,24
618,55,53803,45,24
619,40,111296,5,2
620,34,54092,62,16
621,22,30660,74,21
622,33,124724,87,27
623,46,78659,13,3
624,34,102327,93,30
625,45,58087,34,13
626,30,117695,98,29
627,34,125427,87,27
628,37,137061,85,29
629,63,19013,21,3
630,23,38811,72,21
631,26,75704,43,15
632,64,45092,41,20
633,39,134187,91,29
634,56,40301,54,18
635,28,126539,90,30
636,38,41822,51,14
637,23,35164,77,20
638,24,30871,76,25
639,33,124634,86,29
640,37,62698,58,13
641,18,39102,78,25
642,30,62006,44,22
643,24,36220,80,22
644,46,111560,10,3
645,33,115293,10,4
646,19,33582,88,22
647,23,34934,89,23
648,56,53705,56,19
649,42,52219,49,11
650,58,49540,57,17
651,37,107697,87,30
652,46,61489,49,20
653,46,91086,11,3
654,57,50805,50,27
655,46,100789,8,1
656,50,24953,14,4
657,42,117826,93,26
658,36,103673,4,3
659,42,63780,50,13
660,44,25302,15,2
661,20,31989,73,21
662,67,49176,47,19
663,37,56562,53,9
664,18,32782,78,24
665,23,26500,90,24
666,41,60450,46,18
667,45,26445,14,5
668,59,46989,49,20
669,63,21552,17,4
670,43,115190,6,3
671,62,21937,20,5
672,62,54900,55,14
673,29,135025,91,30
674,35,117525,92,30
675,23,41249,86,28
676,38,61190,48,15
677,65,46636,53,19
678,30,22238,76,24
679,51,48421,49,20
680,46,56512,57,14
681,40,66411,50,21
682,36,106728,94,30
683,62,24175,21,5
684,53,109494,6,4
685,45,71584,9,3
686,31,128345,84,30
687,30,120960,83,30
688,60,20921,18,3
689,19,35482,71,21
690,24,34708,83,26
691,55,50363,44,20
692,25,39539,77,25
693,44,116637,10,2
694,29,26465,87,20
695,36,56856,60,16
696,41,48078,47,11
697,66,65592,38,22
698,33,114088,90,28
699,48,17956,20,3
700,43,70873,58,16
701,56,104797,10,4
702,31,124117,98,29
703,50,88637,11,3
704,21,32607,78,26
705,25,32406,83,27
706,55,43850,58,16
707,33,130796,90,27
708,34,111473,86,30
709,64,39818,66,23
710,30,121091,89,30
711,20,34002,81,22
712,39,68289,9,1
713,46,111500,8,3
714,35,47134,60,13
715,51,61084,46,12
716,33,135756,86,29
717,28,32130,86,23
718,56,20377,15,5
719,39,100741,13,3
720,32,65869,49,9
721,35,123832,92,30
722,47,116000,19,3
723,24,20510,84,20
724,22,34446,74,21
725,42,118100,90,28
726,21,23300,88,23
727,21,35717,73,24
728,65,44868,52,22
729,42,23223,11,2
730,34,105557,86,28
731,66,21594,20,6
732,55,36729,57,20
733,32,56451,55,17
734,18,30199,79,25
735,19,36252,70,21
736,32,115645,11,3
737,35,109851,94,25
738,64,40764,55,20
739,66,54759,42,21
740,21,33705,79,21
741,23,24863,87,27
742,44,15731,17,1
743,18,31761,75,19
744,40,106533,11,5
745,45,26152,20,7
746,27,33619,90,23
747,37,58907,57,15
748,40,14580,18,3
749,31,61676,45,14
750,27,94357,90,30
751,35,98284,11,3
752,52,27573,8,1
753,58,43069,41,22
754,44,120943,87,30
755,62,23014,26,4
756,28,109027,95,30
757,47,82915,4,3
758,42,119483,10,3
759,45,62898,58,18
760,49,14601,17,2
761,54,18020,14,3
762,57,20611,16,2
763,28,27097,74,25
764,46,22317,18,2
765,56,21332,16,1
766,58,19272,15,3
767,68,45134,61,19
768,56,52266,50,20
769,64,47082,49,18
770,21,34290,89,20
771,58,105229,11,2
772,60,42190,46,20
773,39,108220,91,29
774,38,65242,49,12
775,36,126879,85,30
776,45,55600,45,11
777,54,25087,7,3
778,18,34934,83,20
779,28,116407,82,30
780,42,24924,22,2
781,28,105023,93,27
782,26,41237,89,23
783,18,30594,88,22
784,42,97457,9,3
785,51,49874,55,17
786,36,62215,50,12
787,54,22275,19,5
788,25,54011,56,13
789,56,26362,19,6
790,60,26355,14,3
791,38,58138,48,17
792,51,48011,47,22
793,22,29650,88,24
794,52,103311,8,2
795,26,129276,85,29
796,47,86912,14,3
797,47,85202,4,3
798,42,68177,55,16
799,59,51273,50,24
800,39,117213,90,29
801,60,18165,18,5
802,51,55490,58,12
803,18,36945,80,28
804,38,124398,95,25
805,59,53425,67,20
806,38,141262,90,30
807,68,50782,47,21
808,39,19503,17,5
809,24,32991,73,25
810,49,101167,11,2
811,48,95920,7,5
812,49,23941,33,6
813,43,30315,17,5
814,37,24544,17,6
815,41,59365,52,16
816,42,18356,22,3
817,49,18394,16,8
818,72,14892,23,4
819,64,47382,49,22
820,43,16537,24,4
821,23,19912,71,24
822,48,56188,49,17
823,69,38743,34,20
824,68,57354,46,25
825,66,49002,50,21
826,56,103562,7,2
827,39,72392,56,13
828,43,57136,47,11
829,75,47006,53,18
830,52,103579,6,3
831,30,61543,61,12
832,61,15317,16,5
833,33,66856,49,16
834,30,58153,49,18
835,26,32524,77,20
836,35,148945,83,28
837,37,53409,63,15
838,54,24286,22,7
839,64,53355,45,18
840,50,22211,15,2
841,32,110774,82,24
842,51,120198,15,2
843,48,57095,52,14
844,61,49835,55,19
845,26,38866,83,22
846,49,109787,1,3
847,33,109847,8,3
848,37,69544,60,12
849,30,130865,89,28
850,26,134047,92,24
851,60,49749,60,21
852,27,116329,82,29
853,43,102126,3,2
854,40,110990,93,27
855,38,63556,56,11
856,39,127723,92,25
857,46,24146,8,4
858,28,114018,95,29
859,29,128554,93,30
860,60,111433,8,4
861,55,22282,16,7
862,31,62665,52,14
863,49,60996,59,15
864,73,45868,39,24
865,55,17968,12,2
866,33,102488,8,2
867,34,51352,57,17
868,23,26993,82,20
869,23,34192,69,24
870,25,38283,91,27
871,24,33685,74,23
872,51,55042,49,12
873,25,39241,89,23
874,26,116394,96,30
875,39,69643,11,2
876,42,64944,50,18
877,37,68281,61,19
878,36,22034,16,6
879,48,56140,56,15
880,22,35213,84,20
881,64,58308,41,16
882,41,52538,38,8
883,33,143253,83,28
884,24,39991,58,24
885,44,63886,58,15
886,27,23780,77,22
887,40,106257,11,2
888,50,19755,13,5
889,53,48380,53,20
890,52,86148,20,2
891,30,119185,92,30
892,23,32372,84,20
893,23,30414,75,23
894,41,75250,7,2
895,59,43939,51,24
896,39,61301,57,17
897,43,108842,80,30
898,54,74455,51,14
899,63,46240,43,20
900,27,38148,75,20
901,49,19946,19,1
902,41,82151,9,3
903,19,19840,74,18
904,56,66190,51,18
905,36,110770,93,25
906,45,78766,17,4
907,41,68333,46,13
908,41,20197,17,7
909,36,120246,93,29
910,53,57141,61,13
911,39,51916,57,10
912,37,111859,13,3
913,63,15846,16,6
914,38,111809,86,27
915,35,95975,96,30
916,37,124587,84,30
917,55,79380,15,2
918,31,60534,61,12
919,19,39783,77,18
920,75,23129,17,6
921,20,31574,71,18
922,47,80571,44,13
923,51,50047,42,16
924,31,134748,88,26
925,62,45157,42,15
926,24,30444,86,30
927,32,94104,6,2
928,37,136886,84,27
929,64,50276,50,21
930,32,112921,90,30
931,21,42428,79,16
932,41,94934,7,4
933,37,106388,12,2
934,50,66479,46,9
935,30,27911,78,20
936,47,94894,5,3
937,55,99535,10,3
938,41,18416,15,7
939,53,23472,15,1
940,48,132835,15,3
941,60,52194,44,21
942,40,134685,11,4
943,32,111078,85,29
944,58,27387,18,3
945,35,109043,96,30
946,43,25056,13,4
947,23,36659,92,21
948,56,47992,54,25
949,44,68471,59,15
950,19,33190,89,23
951,51,61661,47,18
952,22,36282,79,28
953,41,124644,8,1
954,45,53509,42,16
955,55,20265,15,5
956,31,118875,95,29
957,26,35742,76,30
958,27,26725,77,26
959,64,38908,60,20
960,24,32001,82,25
961,75,23376,24,3
962,18,33977,79,27
963,51,93399,13,1
964,34,75626,64,18
965,36,90859,6,2
966,37,136725,90,30
967,33,80300,60,14
968,41,64129,52,11
969,50,119858,15,4
970,69,47155,54,22
971,58,40659,49,25
972,18,19010,74,16
973,53,127577,8,3
974,19,48052,78,21
975,34,114237,85,29
976,36,112231,12,3
977,43,98334,4,4
978,18,38482,74,24
979,29,64930,54,13
980,54,17836,22,5
981,43,69127,46,13
982,64,49620,39,21
983,29,115410,97,29
984,39,130607,94,30
985,64,18630,12,5
986,45,112633,12,4
987,35,103109,12,3
988,51,51190,56,16
989,26,30976,81,24
990,27,30761,83,22
991,36,133356,87,29
992,31,66848,51,14
993,64,21874,20,5
994,37,70773,49,19
995,60,14135,17,2
996,36,133717,94,28
997,40,56219,66,18
998,43,95572,4,3
999,56,21080,12,5
1000,33,114069,82,28
